-361	8428	9082	2615	4619	2472	8551	-486	6502	9493	7379	3879	7455	298	3585	2456
4229	4791	8088	3429	3819	349	3766	2010	1843	8242	9689	-934	3615	3112	3385	-429
8269	303	1243	4633	7574	3187	8403	5114	5937	4286	6275	9702	3998	7427	3298	6392
3652	1403	5519	4869	4564	100	-510	5601	9358	2247	7080	3515	8400	4063	2677	8972
8875	4297	4345	2446	5782	5573	6782	9978	3269	1268	5825	7840	8801	7442	7569	7299
2862	6313	1243	3681	593	5628	4210	6811	4492	2508	-731	6535	5823	6977	9444	4690
9350	6821	1563	7793	1564	3286	4254	9217	8098	212	5145	5750	1515	2679	8030	6733
9772	5710	6347	6680	4116	619	-385	7098	2837	5934	5894	1424	9206	9654	5547	5215
8240	9058	5785	2798	3013	9852	2030	1323	6303	4226	-255	4546	2532	2608	2090	8770
9724	-97	4920	6006	957	9554	6399	3258	-950	481	-526	1304	-987	4790	3968	9292
5307	-652	8897	522	6557	2843	-778	7677	5994	1098	8224	5439	7745	7182	-10	9141
-797	3241	5757	1839	509	-59	7283	954	2426	8399	3029	3324	7149	4574	3459	7743
1239	-958	2549	2044	8119	8982	6203	2733	3223	5094	4908	28	9263	2018	9816	9281
5518	7250	5777	4619	-444	8611	5145	3597	645	2778	4207	642	1551	127	-991	9961
1670	6432	5052	6214	4040	4066	9331	8079	4057	9777	6063	1549	6973	4923	408	8310
2974	3039	1115	34	8986	4815	6166	237	9576	1641	7070	1947	6638	201	6390	6600
3499	7759	4238	6690	-619	5495	2530	1180	3781	9874	9030	-889	1993	285	4911	4120
171	-157	5886	-536	2814	7599	511	-147	424	3859	5921	4552	9259	5077	9870	6273
4443	1823	6115	321	9648	812	3469	6692	7680	4685	8875	7935	6616	989	2364	7827
2337	-686	4761	6172	3085	7693	7555	8138	9055	1173	8237	5845	2300	9320	1919	6050
1256	5606	6986	-301	1323	4438	6611	5438	6014	1316	1073	-339	2538	-847	6875	6737
8112	3295	8827	3793	3325	2330	3539	3698	8933	3945	-811	2555	6903	982	6078	8838
429	2952	2132	9447	1620	7036	8398	6985	5662	9788	2804	9621	4852	-248	7769	477
9881	3326	9815	2423	7058	6697	734	5134	6228	2953	5179	755	477	1434	1644	341
2240	4664	8996	-298	1014	5362	378	6484	5265	378	7735	7901	7331	8494	5936	-744
7430	-198	-776	-904	6216	8075	5751	4235	2302	2930	2618	8336	6283	7660	5803	5370
1826	5478	5982	2861	8246	-39	2358	-422	9300	5373	7506	2520	4461	4763	2700	-856
9472	8912	6127	5775	2332	917	1897	4232	6838	9285	6079	156	2953	4566	1628	2752
858	7066	9663	-888	7569	3892	3524	-787	-501	4244	1840	4597	4661	492	3664	7237
3153	6717	6787	4146	5957	9816	4846	2313	472	6050	-773	6371	9585	1840	6579	3620
1775	9778	-972	-435	2632	3307	6109	3278	4107	3625	6056	3807	-402	160	8619	2079
8006	7817	4724	2490	3557	6960	6309	1103	5467	3121	1232	2518	514	9963	7230	6563
3225	-247	5525	-622	7856	7389	8035	351	7784	7762	7195	9901	8419	8144	7297	731
6432	7088	2450	9631	563	785	7853	-200	1620	5020	2794	1379	9932	3910	9195	6309
6334	1303	3320	1787	4811	476	-505	5712	2085	9072	4403	6434	6323	741	3259	9488
6253	2520	4928	4780	160	7986	3498	9899	716	9416	4192	-565	988	59	-290	9820
271	3150	443	1552	2780	3942	2023	6891	1777	2312	3071	8394	2687	8387	902	5241
3339	4046	8562	354	-625	9346	282	5376	6984	5897	-650	9103	5176	1191	9736	9839
8732	6644	-191	7913	1959	626	-700	-275	644	7417	3717	9439	3754	6455	6699	1428
309	1706	1820	1154	7184	4581	5239	5386	1694	3100	6837	6809	4853	994	9432	2161
3332	4592	-400	5469	-596	7938	2085	7945	7034	6393	2161	6745	2019	-991	8052	3267
1926	975	5092	3012	9366	1337	4496	4168	6208	-492	2592	8660	600	879	3569	-261
3042	4361	8226	79	1362	6060	3935	7625	-393	3831	3321	1798	2722	-707	8366	2738
7263	1680	3550	4695	1104	8083	1467	6201	7545	8803	6326	6748	-598	5864	5667	6650
7772	8231	1224	331	-978	2405	7728	1019	4397	8763	5031	9433	4059	6784	3016	-361
5107	4550	5372	9401	4647	8902	3709	5669	8797	1160	2852	8186	2300	9242	5644	6281
1624	8852	1831	926	8424	8406	2519	8251	2206	1446	2307	4596	3156	-184	3163	-994
-419	8584	4591	5345	6604	2047	8477	8251	6142	7942	4179	7434	3911	394	9609	698
59	8392	9597	3721	2944	1838	3987	8451	6497	6542	3317	-799	4049	-109	-984	-765
2298	1996	-19	1307	3443	9172	784	6651	652	465	3451	9124	7337	2476	3291	3420
5946	150	1385	2360	2690	8314	2054	6908	1601	-333	8412	8913	5125	5452	7328	6806
4297	3940	9034	6195	3121	8070	7016	8606	1320	1610	6955	8919	9428	9511	5716	-348
-862	7799	606	6395	-487	7778	5284	6089	8705	1033	7202	3186	3638	350	1119	5737
-444	2611	6233	8514	-657	3009	9580	9604	2964	2325	3071	3577	7022	201	6894	4687
4780	5310	8041	6714	4165	3103	-136	7673	3665	7238	3928	5762	-223	9364	-628	-137
7403	1420	9388	-441	6701	8570	5290	7514	3883	3283	7062	8451	558	-844	252	2078
7231	7736	-25	2222	4719	899	265	9709	459	3066	8536	4336	2423	6896	6957	6451
2396	5087	1628	-790	9795	7834	5242	8429	892	5592	1484	2290	-592	1923	2287	1433
2261	8456	1808	8254	1666	4345	837	6220	-388	2035	1167	2061	-84	9368	6717	-878
2642	5497	-486	4162	4553	2548	6403	7123	366	2606	3083	5132	764	7851	1751	3414
-498	8873	1545	5029	2188	4887	287	6657	6277	3038	5227	8817	8372	5576	9220	-48
6406	6049	8834	-655	7024	4118	5212	7444	8881	751	6526	3793	9786	1059	4104	5658
8902	-716	5840	6517	1190	5118	7149	3542	2417	5418	7613	8431	277	-110	-308	6884
6920	6746	7970	1164	2081	208	7909	5079	2138	9923	1831	8006	8860	2756	5292	3905
4754	3479	5824	4978	9018	1960	7777	9478	6476	1822	2946	4117	-614	9576	4680	3646
1796	8180	2927	3178	4859	7447	9320	3982	8604	7846	7194	-797	-81	7048	6292	9818
-845	4500	3959	1142	-923	1457	2481	347	4140	-666	6207	7579	506	1360	4228	-473
3113	4101	5489	5536	9957	6108	-628	309	7548	8849	97	5285	7619	2244	2911	9280
2144	1986	9868	2082	2725	5030	3790	5152	4734	-253	2979	9307	20	5092	5681	4954
-240	5036	1932	8380	7392	5424	-94	7621	7900	5229	6100	5267	4105	9401	7737	9140
3788	673	1615	4934	5099	9583	4303	2505	-336	9053	6825	8553	8310	1356	8625	3185
8018	4278	963	2838	4930	6307	7915	7354	5360	4299	9708	7284	3301	9034	6141	7896
5221	6011	304	-309	4248	3432	5288	1256	4118	9490	8550	-485	7061	9943	1197	4957
8510	7507	3076	5268	3387	2239	6424	3259	-46	8490	7973	1256	1295	6585	6012	7078
2071	7758	5638	163	8778	3890	3844	7202	3962	4078	7270	3770	4818	6829	5676	3775
5713	5683	9785	7110	3684	4725	4623	6665	1841	5548	4372	8792	9011	2341	5993	1920
5264	3126	8626	1311	8492	2092	1112	914	-913	4416	8905	3140	-577	6253	7124	2255
2470	5649	2236	4024	4608	131	8089	4504	9683	3070	2311	4108	7203	1459	4116	3627
8732	-672	5363	8419	4147	5368	7015	6301	5808	3098	817	3847	942	6635	8825	-277
4795	-535	3721	-476	3777	7411	8686	6508	8037	3613	904	-700	800	9378	5403	3055
4895	9108	2751	6477	5560	9447	1942	-175	671	333	1105	9204	5457	3378	3608	8600
9732	3718	7967	9612	2829	3370	3610	424	8138	5035	3568	3882	4732	1783	2637	5402
9959	4980	7995	5318	1043	-319	3806	2744	7162	9985	864	263	7126	4082	5089	1014
-134	4222	8181	-292	1862	2286	5577	8136	4939	6	8060	4010	5774	7746	3119	388
8544	8979	654	53	7700	6172	2900	1563	8715	8206	184	5825	195	8010	7582	651
6082	5450	7281	9206	4308	4108	7315	4071	291	5587	203	-254	9353	4682	8207	8781
5267	8884	7311	2942	-363	-377	3088	-327	2488	5346	5960	9870	9343	83	9134	6791
-422	6751	329	6481	6735	5784	1958	6021	5811	3641	-473	3704	3512	9336	6584	3771
8866	4987	2105	5983	5111	-595	8138	6465	6963	-486	2015	7906	5127	1568	7063	3435
1168	1215	7244	5094	7267	4437	9494	552	8126	8260	2040	9775	9367	845	1194	-33
-819	8581	5017	5014	995	5883	8765	-928	985	8976	-682	-733	8401	5198	3443	1470
6878	9207	33	4437	3758	6327	9296	2388	6450	-794	749	8286	9150	6484	702	6119
7574	7826	-341	9404	-733	8159	2777	1997	3099	7750	9570	6138	6908	6571	6057	7118
1543	9510	1820	5547	7684	8660	2045	-5	7289	-996	5508	1240	898	3729	6930	5268
5947	2450	4220	-480	1137	9343	4908	5629	3064	6923	7821	2441	9326	4119	9630	516
-869	8959	9416	7588	8185	1953	9688	4920	7112	5463	8946	6944	7609	434	5982	5263
82	1008	4477	4736	-87	1026	9016	6068	3766	6802	237	781	-747	-509	9578	2493
9746	97	8765	3909	3247	107	5502	1455	8393	879	1582	8180	-73	267	3888	8801
3095	7803	6557	9032	-661	3190	5065	6257	2466	2005	1224	-139	6844	7656	1398	2573
8545	8322	9943	8519	7371	8443	2945	3006	1681	3594	3196	2955	-767	6426	-108	5184
7647	710	2435	9013	5370	6713	2990	2455	9937	8335	6494	4611	1858	8065	8337	3966
6517	9761	6201	8450	2437	6976	7798	-296	2644	671	3797	7117	5006	3591	3151	8784
-967	931	2899	7848	4452	3168	8101	2123	9227	4511	-173	4087	4670	5332	3867	-596
1270	4514	1345	4262	2102	-718	7690	2452	3395	7858	4377	3442	7233	-897	-358	1918
3678	4002	1608	148	4973	5249	6376	1398	2304	7340	5464	1271	-956	7229	9383	1556
277	8712	-977	6657	3321	4798	7447	-631	5477	8318	819	8807	4198	9300	2196	5107
5659	5528	6599	6950	7522	-212	405	8549	2882	7253	8581	881	3109	6805	5693	7271
9992	7905	3943	6276	1092	1662	297	565	5077	7044	4125	2248	1638	6994	4873	6413
3278	1606	3187	3370	5115	2276	2238	5413	1764	9432	8822	8764	6183	741	8456	318
3370	2169	6337	6468	7043	6693	2687	4948	6941	9773	7619	41	3726	8888	4431	1144
1014	6751	4162	9480	8717	-83	844	8718	1266	522	9426	4756	-114	5447	9192	8478
6542	6273	2564	7802	278	7531	3472	5711	1552	55	13	1628	514	1381	-285	9006
6827	1379	-430	4561	886	-163	322	2192	5778	9542	8542	3218	2134	9262	9018	3070
9081	6032	9602	7441	9281	3088	1713	6689	4987	-896	6197	3693	1147	2304	7599	-278
3183	9209	5602	6593	597	9873	1117	6462	9722	729	6133	8857	937	5125	3074	8974
1334	100	5002	2519	8864	-385	7251	7634	3311	9666	8475	4689	7722	4806	973	7198
4439	9037	5174	1373	3693	7459	34	2063	7779	6058	9003	5119	2700	3373	862	2370
3966	4411	5354	1245	8691	-902	7926	3569	9828	7809	4427	5164	9495	-828	2729	4977
4520	7551	8425	5802	3812	-168	1456	278	351	9623	1073	9877	8537	2359	1233	8264
6514	2243	2612	-148	65	7751	960	2568	9967	6381	7384	4533	4999	7712	8559	8056
3455	5585	6464	1120	8464	1646	4654	6752	4082	1835	3543	4565	1993	5863	6694	6281
7812	7552	4767	2347	8355	2440	5254	8988	4044	6349	146	7114	1829	839	7926	3948
7080	817	7549	994	8895	7730	-223	413	7923	6235	-790	8104	-388	8977	3607	5536
3403	737	7142	4003	4343	2258	-44	2735	4499	-438	6665	7767	9005	-969	1778	4480
1510	3209	3937	7903	3729	7430	2271	3734	-140	9773	8218	338	7972	9560	6237	1900
8503	2569	501	4111	6319	8193	6903	9707	9695	4768	3856	5622	2326	8992	7762	9478
9453	3718	8769	507	-771	8615	8677	3462	1040	8195	2128	2442	7988	3634	2935	6648
1288	4196	3950	3457	5543	637	651	2059	5586	-581	4318	4692	1256	9677	3629	-278
467	9057	1387	3510	3686	2036	4829	3954	3998	1915	1456	8690	4112	5198	25	6358
7462	8364	7534	9121	1329	1787	4504	1366	8858	4654	2589	8	6297	5106	7180	3270
-280	3693	8173	4777	3527	9259	25	226	7601	7050	-531	7908	7465	687	-806	5931
4592	1168	4121	9249	7743	4474	4491	2590	217	2128	3214	8420	9082	1139	2863	6223
7019	1997	6448	1337	7448	8983	4609	5577	9319	24	9920	9128	5725	5870	919	1655
-57	9617	1528	390	6256	3585	5096	-432	7604	7616	4108	7181	3270	2293	9426	4633
9983	7089	3554	3842	-973	7513	4	2733	4258	2753	5824	7487	3294	1406	-484	3389
9531	9258	3555	6056	4154	-943	7777	1433	6468	7452	241	8797	7476	8445	287	4759
1868	4515	6539	7772	-993	-661	-668	7299	733	2592	144	5290	3096	8775	386	7946
7273	1302	301	7605	-398	1579	5208	1103	37	3221	2995	5927	-716	4076	9938	3104
2153	3406	6787	5269	4621	7028	4632	3789	1204	1247	7981	5450	966	9889	7179	2468
